,id_str,einstein_radius_max_lh,einstein_radius_median_pdf,einstein_radius_lower_3_sigma,einstein_radius_upper_3_sigma,vis_total_lens_flux,vis_total_lensed_source_flux,vis_total_source_flux,vis_magnification,vis_max_lensed_source_signal_to_noise_ratio
0,102018665_NEG570040238507752998,0.8531238144562217,0.8151224292010723,0.762897412738202,0.8735151133579189,137.13582745880657,3.3992627431251705,2.7017510608149102,2.497967034381736,6.56013331579568
1,102018665_NEG576731213511114485,0.9878524530055169,0.9887917174855212,0.9707799180601069,1.0021614762855473,721.4076456630042,6.429764043641022,4.2103087660690806,3.4870512795403497,6.030030609842921
