y,x,reconstruction,noise_map
1.211286605155702,0.6729370028642789,0.4423329006575002,0.010479041328131012
1.211286605155702,0.9421118040099905,0.5401965640789334,0.009400818098949482
1.211286605155702,1.211286605155702,0.5118100083786976,0.008186276884828559
1.211286605155702,1.4804614063014137,0.366567086895178,0.008256277019611262
1.211286605155702,1.7496362074471252,0.0,0.6942839677916469
0.9421118040099905,-1.7496362074471252,0.0,0.6725430902024109
0.9421118040099905,-1.4804614063014137,0.0,0.006773013383534054
0.9421118040099905,-1.211286605155702,0.0,0.00585730327763155
0.9421118040099905,-0.9421118040099905,0.0,0.005841878420730355
0.9421118040099905,-0.6729370028642789,0.0,0.006168300222320451
0.9421118040099905,-0.40376220171856736,0.061758232522086266,0.006730163216293863
0.9421118040099905,-0.1345874005728558,0.07553795732049948,0.007952196931342349
0.9421118040099905,0.1345874005728558,0.11569208720773302,0.007802575107067385
0.9421118040099905,0.40376220171856736,0.14491642692551437,0.0068216951594872125
0.9421118040099905,0.6729370028642789,0.18456291301545752,0.0063341249829720276
0.9421118040099905,0.9421118040099905,0.2532867879357407,0.006067506011225528
0.9421118040099905,1.211286605155702,0.34136922125726804,0.006173274256818079
0.9421118040099905,1.4804614063014137,0.4298301499570977,0.007278117373904402
0.9421118040099905,1.7496362074471252,0.0,0.6725440799375009
0.6729370028642789,-1.7496362074471252,0.0,0.6693119546933802
0.6729370028642789,-1.4804614063014137,0.0007670818095232867,0.006244857926391012
0.6729370028642789,-1.211286605155702,0.03622513633105277,0.0071981501732959995
0.6729370028642789,-0.9421118040099905,0.053905314245759194,0.008233001273708376
0.6729370028642789,-0.6729370028642789,0.13007056572944617,0.009151891428427174
0.6729370028642789,-0.40376220171856736,0.3301040532761239,0.010481081901303889
0.6729370028642789,-0.1345874005728558,0.5219995003233839,0.01295776692855895
0.6729370028642789,0.1345874005728558,0.5939843031718266,0.012739267695191087
0.6729370028642789,0.40376220171856736,0.6521891154939742,0.011051661512713725
0.6729370028642789,0.6729370028642789,1.0027617721769135,0.009925028308979688
0.6729370028642789,0.9421118040099905,1.0861809972830843,0.00901889227681354
0.6729370028642789,1.211286605155702,0.9214588426209699,0.007835268642818966
0.6729370028642789,1.4804614063014137,0.3632653360479601,0.006653729949831862
0.6729370028642789,1.7496362074471252,0.0,0.6693126058071326
0.40376220171856736,-1.7496362074471252,0.0,0.668840271115038
0.40376220171856736,-1.4804614063014137,0.09799349604430495,0.006838821626261549
0.40376220171856736,-1.211286605155702,0.2012286741193986,0.00855536173210582
0.40376220171856736,-0.9421118040099905,0.1709362031285714,0.009808374120497248
0.40376220171856736,-0.6729370028642789,0.11527874135231428,0.010727000857022015
0.40376220171856736,-0.40376220171856736,0.12584722475383583,0.012173957387458205
0.40376220171856736,-0.1345874005728558,0.5551943298151044,0.014975693599634113
0.40376220171856736,0.1345874005728558,0.33565726104755084,0.014951281501137633
0.40376220171856736,0.40376220171856736,1.2875873792025536,0.013225071269390527
0.40376220171856736,0.6729370028642789,1.591728386006346,0.012011838343629271
0.40376220171856736,0.9421118040099905,1.3581377795790617,0.010981848029279635
0.40376220171856736,1.211286605155702,0.8708927503859966,0.009388626177697423
0.40376220171856736,1.4804614063014137,0.31881698523993585,0.007216179180592916
0.40376220171856736,1.7496362074471252,0.0,0.6688408644772424
0.1345874005728558,-1.7496362074471252,0.0,0.6687729354847869
0.1345874005728558,-1.4804614063014137,0.137307727661855,0.00797227716610995
0.1345874005728558,-1.211286605155702,0.32030451423181516,0.010082266593802342
0.1345874005728558,-0.9421118040099905,0.3717062414497979,0.011314946960886347
0.1345874005728558,-0.6729370028642789,0.30093129874422153,0.011915622761727716
0.1345874005728558,-0.40376220171856736,0.1587915232803998,0.012734670924960818
0.1345874005728558,-0.1345874005728558,0.0,0.01499578418712643
0.1345874005728558,0.1345874005728558,1.7251995397031508,0.015062350366758645
0.1345874005728558,0.40376220171856736,1.9995542813002722,0.014029958430027616
0.1345874005728558,0.6729370028642789,1.5226671305950266,0.013402373300809048
0.1345874005728558,0.9421118040099905,1.1318467404589285,0.012601531093930236
0.1345874005728558,1.211286605155702,0.7195497126687246,0.010961239125470396
0.1345874005728558,1.4804614063014137,0.27903005129839775,0.008361069109208587
0.1345874005728558,1.7496362074471252,0.0,0.668773503203452
-0.1345874005728558,-1.7496362074471252,0.0,0.6687669460161811
-0.1345874005728558,-1.4804614063014137,0.17382888239656347,0.009434796293116283
-0.1345874005728558,-1.211286605155702,0.4445562380876985,0.012123059169993742
-0.1345874005728558,-0.9421118040099905,0.5638705840966258,0.013234132096171379
-0.1345874005728558,-0.6729370028642789,0.6309945843260562,0.013352179379710899
-0.1345874005728558,-0.40376220171856736,0.6276434669943639,0.013439513626414061
-0.1345874005728558,-0.1345874005728558,1.360025624864431,0.015439522093321802
-0.1345874005728558,0.1345874005728558,1.3304175547234995,0.015089332351995183
-0.1345874005728558,0.40376220171856736,1.9183427508438744,0.014693827682017411
-0.1345874005728558,0.6729370028642789,1.1839208793069176,0.01471236896805915
-0.1345874005728558,0.9421118040099905,0.9933775265939067,0.01428214529839275
-0.1345874005728558,1.211286605155702,0.6325125266991711,0.012832536601837908
-0.1345874005728558,1.4804614063014137,0.22067244238649833,0.009736261542199148
-0.1345874005728558,1.7496362074471252,0.0,0.6687674901358072
-0.40376220171856736,-1.7496362074471252,0.0,0.6687724275822253
-0.40376220171856736,-1.4804614063014137,0.197554639803813,0.00933734652733856
-0.40376220171856736,-1.211286605155702,0.5308524666595549,0.012164608742087366
-0.40376220171856736,-0.9421118040099905,0.7991163312611043,0.01340031142157501
-0.40376220171856736,-0.6729370028642789,0.7847226699560894,0.013498611499523047
-0.40376220171856736,-0.40376220171856736,1.6493819402786825,0.013412725934429949
-0.40376220171856736,-0.1345874005728558,0.1718525853456434,0.014991563610331033
-0.40376220171856736,0.1345874005728558,1.1558224013752993,0.014541014831752007
-0.40376220171856736,0.40376220171856736,0.9842852998345777,0.013701098890999486
-0.40376220171856736,0.6729370028642789,0.9395069431410425,0.013710415148299066
-0.40376220171856736,0.9421118040099905,0.752861973452851,0.013491993341318823
-0.40376220171856736,1.211286605155702,0.533864767873908,0.01217678974238814
-0.40376220171856736,1.4804614063014137,0.21904902344868687,0.009323227350227977
-0.40376220171856736,1.7496362074471252,0.0,0.6687724678094248
-0.6729370028642789,-1.7496362074471252,0.0,0.668819306102816
-0.6729370028642789,-1.4804614063014137,0.23011556862990884,0.008251255486981364
-0.6729370028642789,-1.211286605155702,0.6218942116221533,0.010818638624921615
-0.6729370028642789,-0.9421118040099905,0.9120302225319373,0.012220476448153498
-0.6729370028642789,-0.6729370028642789,1.224543245323602,0.01280941378650359
-0.6729370028642789,-0.40376220171856736,1.5335338044957547,0.01332412649168334
-0.6729370028642789,-0.1345874005728558,1.4131021146484992,0.014806034741898167
-0.6729370028642789,0.1345874005728558,0.0,0.013682497416264875
-0.6729370028642789,0.40376220171856736,0.328291099527654,0.012860902936874597
-0.6729370028642789,0.6729370028642789,0.5506140867612127,0.01232916576308541
-0.6729370028642789,0.9421118040099905,0.533199123361979,0.01171726919830068
-0.6729370028642789,1.211286605155702,0.43938999065237616,0.01045546188777477
-0.6729370028642789,1.4804614063014137,0.16419050305145752,0.008069778028046246
-0.6729370028642789,1.7496362074471252,0.0,0.6688190576309683
-0.9421118040099905,-1.7496362074471252,0.0,0.6691565438218341
-0.9421118040099905,-1.4804614063014137,0.2834631278316728,0.007185805296491317
-0.9421118040099905,-1.211286605155702,0.7373555237869589,0.009213386043721287
-0.9421118040099905,-0.9421118040099905,1.1167165375015295,0.010663669156340592
-0.9421118040099905,-0.6729370028642789,1.2393510511821333,0.011595128133966475
-0.9421118040099905,-0.40376220171856736,0.881444700056367,0.012733547241774177
-0.9421118040099905,-0.1345874005728558,0.13728060562757466,0.014985766322660845
-0.9421118040099905,0.1345874005728558,0.0785467939253684,0.014072157014368354
-0.9421118040099905,0.40376220171856736,0.0,0.012024990184534106
-0.9421118040099905,0.6729370028642789,0.1610826372976556,0.010925300997727242
-0.9421118040099905,0.9421118040099905,0.2892688172721893,0.00996955874290012
-0.9421118040099905,1.211286605155702,0.2643720400276346,0.008702856899967965
-0.9421118040099905,1.4804614063014137,0.1142603347415705,0.006920001729948733
-0.9421118040099905,1.7496362074471252,0.0,0.6691561309427875
-1.211286605155702,-1.7496362074471252,0.0,0.6714721934959432
-1.211286605155702,-1.4804614063014137,0.3166318755511131,0.006521939903010017
-1.211286605155702,-1.211286605155702,0.8096170618408816,0.007649686304950567
-1.211286605155702,-0.9421118040099905,0.9472749332855714,0.00876263753968096
-1.211286605155702,-0.6729370028642789,0.7902267115297805,0.009551782421940505
-1.211286605155702,-0.40376220171856736,0.4235791113965283,0.010631462241070401
-1.211286605155702,-0.1345874005728558,0.3077291783802737,0.01226666445870285
-1.211286605155702,0.1345874005728558,0.35274228315619227,0.011764248462522454
-1.211286605155702,0.40376220171856736,0.17423576110870967,0.010189774920057772
-1.211286605155702,0.6729370028642789,0.07458397743683025,0.00905946379998416
-1.211286605155702,0.9421118040099905,0.05644193042394561,0.008222739452985588
-1.211286605155702,1.211286605155702,0.08034053961136356,0.0072066547014221875
-1.211286605155702,1.4804614063014137,0.0307388082405373,0.006236131260669842
-1.211286605155702,1.7496362074471252,0.0,0.6714717231524526
-1.4804614063014137,-1.7496362074471252,0.0,0.687141476505949
-1.4804614063014137,-1.4804614063014137,0.5169723042468012,0.007088914849171821
-1.4804614063014137,-1.211286605155702,0.4046224389464852,0.006057469668714332
-1.4804614063014137,-0.9421118040099905,0.27242213381752944,0.005979132573838818
-1.4804614063014137,-0.6729370028642789,0.18687041034236995,0.006252480516935193
-1.4804614063014137,-0.40376220171856736,0.12462441647816551,0.006736390175502792
-1.4804614063014137,-0.1345874005728558,0.10865129487621698,0.007871792972607263
-1.4804614063014137,0.1345874005728558,0.060771459224895005,0.007646825590696965
-1.4804614063014137,0.40376220171856736,0.02389340798433178,0.006641604809115514
-1.4804614063014137,0.6729370028642789,0.0,0.006143395537511554
-1.4804614063014137,0.9421118040099905,0.0,0.0058373647978715425
-1.4804614063014137,1.211286605155702,0.0,0.0058624244050069696
-1.4804614063014137,1.4804614063014137,0.0,0.0067423031285718145
-1.4804614063014137,1.7496362074471252,0.0,0.687140755465417
-1.7496362074471252,-1.7496362074471252,0.0,0.7861744421795824
-1.7496362074471252,-1.4804614063014137,0.0,0.007989916484447284
-1.7496362074471252,-1.211286605155702,0.0,0.007958528079478625
-1.7496362074471252,-0.9421118040099905,0.0,0.009096967528870141
-1.7496362074471252,-0.6729370028642789,0.0,0.010147862446544186
-1.7496362074471252,-0.40376220171856736,0.0,0.011614335892242951
-1.7496362074471252,-0.1345874005728558,0.0,0.014302567916351937
-1.7496362074471252,0.1345874005728558,0.0,0.013708618727975673
-1.7496362074471252,0.40376220171856736,0.0,0.011253473500428341
-1.7496362074471252,0.6729370028642789,0.0,0.009666676583616297
-1.7496362074471252,0.9421118040099905,0.0,0.008519367900491077
-1.7496362074471252,1.211286605155702,0.0,0.007373388650933942
-1.7496362074471252,1.4804614063014137,0.0,0.007426089959882876
-1.7496362074471252,1.7496362074471252,0.0,0.7861725562990742
