y,x,reconstruction,noise_map
1.7496362074471252,-1.7496362074471252,0.0,1.0114516447832373
1.7496362074471252,-1.4804614063014137,0.0,0.8656255028123623
1.7496362074471252,-1.211286605155702,0.0,0.8145403276983544
1.7496362074471252,-0.9421118040099905,0.0,0.7981742695570262
1.7496362074471252,-0.6729370028642789,0.0,0.7931785958460106
1.7496362074471252,-0.40376220171856736,0.0,0.791693646955919
1.7496362074471252,-0.1345874005728558,0.0,0.7912889546153995
1.7496362074471252,0.1345874005728558,0.0,0.7912889515487381
1.7496362074471252,0.40376220171856736,0.0,0.7916939857438099
1.7496362074471252,0.6729370028642789,0.0,0.7931791737631431
1.7496362074471252,0.9421118040099905,0.0,0.7981749862530226
1.7496362074471252,1.211286605155702,0.0,0.8145411562692411
1.7496362074471252,1.4804614063014137,0.0,0.8656267643857045
1.7496362074471252,1.7496362074471252,0.0,1.0114529256110794
1.4804614063014137,-1.7496362074471252,0.0,0.8280303193252383
1.4804614063014137,-1.4804614063014137,0.000797963709705909,0.6701200155508724
1.4804614063014137,-1.211286605155702,0.0031918548468032725,0.6352185031821878
1.4804614063014137,-0.9421118040099905,0.01196945570942573,0.6261214542096388
1.4804614063014137,-0.6729370028642789,0.04468596811059419,0.6235630404188239
1.4804614063014137,-0.40376220171856736,0.07505053065062277,0.6228292758948243
1.4804614063014137,-0.1345874005728558,0.11091136299791761,0.6226363966721495
1.4804614063014137,0.1345874005728558,0.13943207388199766,0.6226358788395534
1.4804614063014137,0.40376220171856736,0.17804793781812647,0.6228301970578537
1.4804614063014137,0.6729370028642789,0.21654584864857276,0.6235645018202294
1.4804614063014137,0.9421118040099905,0.24580255828412287,0.6261230591590192
1.4804614063014137,1.211286605155702,0.22646782286701067,0.6352199076564365
1.4804614063014137,1.4804614063014137,0.14825872706990034,0.6701224780856045
1.4804614063014137,1.7496362074471252,0.0,0.828032203321392
1.211286605155702,-1.7496362074471252,0.0,0.6942812755423734
1.211286605155702,-1.4804614063014137,0.0,0.007470868058197411
1.211286605155702,-1.211286605155702,0.0,0.00737548030839751
1.211286605155702,-0.9421118040099905,0.0,0.008605483158192245
1.211286605155702,-0.6729370028642789,0.091723886529188,0.009781783239160667
1.211286605155702,-0.40376220171856736,0.14460479224448453,0.011605060804554274
1.211286605155702,-0.1345874005728558,0.22916284856816355,0.014160426448094995
1.211286605155702,0.1345874005728558,0.2687689961062673,0.013929190799680293
1.211286605155702,0.40376220171856736,0.356213830522415,0.011987315204491342
