1.036290762767377633e-06,-1.088257642174403220e-09,-1.325532296553075099e-05,-2.780063663838662647e-07,-5.748431386208906300e-06,6.797537700061971995e-06,4.392201592492158237e-06,-2.966271047532967515e-06,-3.695016783015587722e-06,4.766378399028874405e-06,1.096151120391173364e-05,2.204718006197607926e-05
-1.088257642174406942e-09,1.809669797934260012e-06,-7.482961083312083086e-06,-3.098200094996371592e-06,7.457314668924645733e-06,1.273507181914100790e-05,2.522536173222250668e-06,-8.310593835610173181e-06,1.871835961300290547e-05,1.075634827564078776e-06,6.832049737686065646e-06,-4.947621340750247003e-05
-1.325532296553075099e-05,-7.482961083312083086e-06,4.543488193918891055e-02,4.479043695062340409e-03,-1.440940739467708002e-02,3.600714441711391940e-03,-1.161218016522641040e-02,-5.409735341789599812e-03,-4.565831203244709161e-04,1.311341951683077728e-05,6.310144628781655385e-04,5.745963397071867772e-04
-2.780063663838663177e-07,-3.098200094996366933e-06,4.479043695062340409e-03,8.773522169892800093e-02,-6.987561557190077053e-04,-3.041702732288078734e-02,-6.088006679252618101e-04,-3.469321791041535957e-02,6.145864043240196865e-05,2.889946037935533954e-04,2.104691849157432418e-03,1.395084136355800722e-04
-5.748431386208907147e-06,7.457314668924645733e-06,-1.440940739467708002e-02,-6.987561557190078137e-04,3.675318572750574386e-02,6.823164031692753075e-03,-1.383984021942778406e-02,-3.664201720038687271e-03,2.761426915760257757e-04,-6.318231685611475686e-05,-9.021337724242975420e-04,-6.784208123445323530e-04
6.797537700061971995e-06,1.273507181914100790e-05,3.600714441711391940e-03,-3.041702732288078734e-02,6.823164031692753075e-03,7.779544469055853229e-02,-5.575968009533198606e-03,-2.900832701985731066e-02,-2.079353473314805465e-04,1.490091346260007186e-04,2.302453048839755035e-03,7.476402989064330701e-04
4.392201592492159084e-06,2.522536173222250244e-06,-1.161218016522641040e-02,-6.088006679252618101e-04,-1.383984021942778406e-02,-5.575968009533199474e-03,3.917178964877049419e-02,4.599200377162026773e-03,4.654214634099325398e-04,-2.616397779873224933e-04,-2.285265791268632080e-03,-3.998784130370400041e-04
-2.966271047532968362e-06,-8.310593835610174875e-06,-5.409735341789598945e-03,-3.469321791041535957e-02,-3.664201720038686404e-03,-2.900832701985730719e-02,4.599200377162025906e-03,8.111416937300444663e-02,1.394163242930251945e-04,1.356627477782840262e-04,-9.452589647179876053e-04,-4.212907795284858152e-04
-3.695016783015588569e-06,1.871835961300290547e-05,-4.565831203244709161e-04,6.145864043240199576e-05,2.761426915760258299e-04,-2.079353473314804381e-04,4.654214634099325398e-04,1.394163242930251403e-04,1.124676233683974749e-03,4.308801228195232908e-05,5.976378334946998378e-04,-1.136211108964908095e-03
4.766378399028874405e-06,1.075634827564079200e-06,1.311341951683078236e-05,2.889946037935533954e-04,-6.318231685611474331e-05,1.490091346260006644e-04,-2.616397779873224933e-04,1.356627477782839720e-04,4.308801228195232908e-05,4.294355008335067579e-04,8.342147003108356948e-04,-2.210239102864440359e-05
1.096151120391173364e-05,6.832049737686064799e-06,6.310144628781657553e-04,2.104691849157431984e-03,-9.021337724242968915e-04,2.302453048839755035e-03,-2.285265791268632513e-03,-9.452589647179874969e-04,5.976378334946998378e-04,8.342147003108356948e-04,2.385289920755660070e-02,1.746280829844379856e-03
2.204718006197607926e-05,-4.947621340750247003e-05,5.745963397071868857e-04,1.395084136355799367e-04,-6.784208123445322446e-04,7.476402989064331785e-04,-3.998784130370403294e-04,-4.212907795284858152e-04,-1.136211108964908095e-03,-2.210239102864441715e-05,1.746280829844380073e-03,1.759455835166939819e-02
