1.045513998529960715e-06,2.122478454566862071e-08,2.371273717251487961e-07,2.120098116122253027e-08,1.971305912734273627e-08,5.504454473842596089e-06,3.810480902099680268e-07,5.892249582521764424e-07,-1.530497715602095923e+03,3.378999684615748358e-05,2.478143688372885881e-05
2.122478454566863394e-08,2.533359849444071108e-06,-2.472020542078098221e-07,3.671640056314667643e-08,1.882555224332332401e-07,-8.614782672511186624e-07,8.978714911523837034e-07,7.155400515105624100e-08,-7.798929695159345101e+03,-9.744069326058362606e-05,-3.193135197786950847e-05
2.371273717251487961e-07,-2.472020542078098221e-07,8.611531394202844704e-07,2.369985587808616828e-08,4.183260623933865023e-08,2.749300941577953288e-05,1.628814425264121492e-06,-1.534405825675544492e-07,1.106452058746075636e+04,4.662924114160285106e-05,2.121713657742485619e-05
2.120098116122253027e-08,3.671640056314667643e-08,2.369985587808616828e-08,1.789609468376255607e-07,1.504538659955585451e-08,1.991033318608429352e-07,1.352885826358660060e-08,1.683639171947699336e-08,-1.164729193099045551e+04,4.343397946581277290e-05,-1.186655056202236849e-05
1.971305912734273958e-08,1.882555224332332401e-07,4.183260623933865685e-08,1.504538659955585782e-08,1.822682304735055674e-07,2.092191102423190548e-06,2.062127855665927884e-07,-1.263026261479570908e-08,-2.010742447192245891e+04,-1.306578073274098559e-05,1.073176969710114588e-05
5.504454473842596089e-06,-8.614782672511186624e-07,2.749300941577953288e-05,1.991033318608429352e-07,2.092191102423190548e-06,9.733499274025165246e-04,6.063515604497645144e-05,-6.928017305143061303e-06,8.711051706724739634e+05,6.512590722510683619e-04,4.548056334662620506e-04
3.810480902099680268e-07,8.978714911523835975e-07,1.628814425264121492e-06,1.352885826358659398e-08,2.062127855665927884e-07,6.063515604497645144e-05,4.156177571290023413e-06,-3.932952317842795781e-07,5.224027398754081514e+04,5.187759874358863759e-06,1.283012032523011188e-05
5.892249582521764424e-07,7.155400515105622777e-08,-1.534405825675544757e-07,1.683639171947698675e-08,-1.263026261479570908e-08,-6.928017305143061303e-06,-3.932952317842795781e-07,4.508152574312962162e-07,3.050628000469837389e+03,1.471573778079053736e-05,1.810842929881291224e-05
-1.530497715602096832e+03,-7.798929695159341463e+03,1.106452058746075636e+04,-1.164729193099045551e+04,-2.010742447192245891e+04,8.711051706724739634e+05,5.224027398754081514e+04,3.050628000469836479e+03,8.130387908321955200e+16,2.882094919378967583e+07,4.508702378076629341e+07
3.378999684615747681e-05,-9.744069326058363962e-05,4.662924114160285106e-05,4.343397946581277290e-05,-1.306578073274099067e-05,6.512590722510682535e-04,5.187759874358870535e-06,1.471573778079053736e-05,2.882094919378967583e+07,7.158124353129224904e-01,4.095146337036596057e-02
2.478143688372885542e-05,-3.193135197786950170e-05,2.121713657742485280e-05,-1.186655056202236510e-05,1.073176969710114418e-05,4.548056334662618338e-04,1.283012032523011188e-05,1.810842929881291901e-05,4.508702378076629341e+07,4.095146337036596751e-02,6.837723668455192305e-01
