index,center_x(arcsec),center_y(arcsec),r_core(arcsec),r_cut(arcsec),kappa_scale,ellipticity,position_angle(deg)
0,-0.33174602292462385,-0.6373015906350705,14.550571956486197,432.8208212467319,834.691240427421,0,127.97425668889923
1,-0.09651805846120287,0.24981923786032878,0.18390512485114996,41.32264891183135,331.4867701209088,0,96.89669565127278
0,-31.692126743097194,17.538015180306594,0.05380077366778044,3.9039575609679513,104.32899485698229,0,0
1,-6.284379383680124,46.51382582630847,0.047758789496541665,3.4655317135217807,99.1798075965735,0,0
2,45.001629175143215,41.063707179766844,0.04487845637141711,3.256525457378097,96.59278640441109,0,0
3,21.436727689017204,-15.437163105603519,0.048222155206124585,3.4991550230412654,99.58752845618987,0,0
4,3.0866879294382086,43.41627637971287,0.04083451816941988,2.9630842660439143,92.79397156188364,0,0
5,10.967794749257392,-0.02783484595705621,0.04123695083448125,2.992286077438825,93.18143941368861,0,0
6,47.35419837508924,-32.88538467186987,0.03841109906100094,2.787233163787885,90.41284669888896,0,0
7,5.400047642718467,23.223390746842824,0.04020497609216436,2.917402663626345,92.18340909565033,0,0
8,2.890640496109373,5.579121747247637,0.04133271287259095,2.99923487960737,93.2733197921056,0,0
9,10.379652449270887,22.20394409353288,0.036170862439969004,2.6246743732946456,88.13358281436258,0,0
10,18.103921322427002,16.636196986993955,0.03962207415260213,2.8751054199415456,91.61315893049351,0,0
11,6.615541729357246,5.53991226058187,0.03604287643021172,2.615387295871272,88.00094608003744,0,0
12,-17.459083083423742,12.440781913756876,0.037643052854222724,2.731501255272223,89.64024903602174,0,0
13,-25.45781836324023,11.538963720444233,0.03642092882123573,2.642819995993651,88.39195932916057,0,0
14,9.830719635950148,-27.631313458657086,0.038397015601441147,2.7862112225650217,90.39876014265064,0,0
15,28.14154990886337,38.946394899815424,0.028969198380559252,2.1020984150027853,80.19966232078272,0,0
16,9.517043742624011,14.12678984038486,0.03716651238296494,2.6969219425775406,89.1563186101833,0,0
17,10.458071422602421,-18.064198712209915,0.03648301207647,2.6473249571151762,88.45594750990051,0,0
18,-42.63157352284621,-2.3804040459030813,0.03633653871148112,2.6366963776032946,88.304879174051,0,0
19,42.217755621873756,-26.96475218533904,0.02461387792966742,1.7860623239664202,74.83570492926877,0,0
20,4.968743289395029,-13.5551077456467,0.035998265075268196,2.6121501521544874,87.95464999840816,0,0
21,15.202419309160238,-11.869099819018714,0.036109484815812644,2.6202206150386935,88.07000860578658,0,0
22,-18.792205630059826,17.73406261363543,0.03521728646892302,2.5554798270394166,87.13877303023379,0,0
23,-2.7555255837610866,-20.730443805482075,0.03517837021083059,2.552655937907958,87.09784687362462,0,0
24,13.516411382532253,0.521097967363683,0.03416005089454427,2.47876340582572,86.01753893297769,0,0
25,2.1456602494597985,20.400307706907594,0.03399484632563587,2.466775629778502,85.84053948450259,0,0
26,14.810324442502568,12.048687047099206,0.034090802025655474,2.473738484679487,85.94340606126129,0,0
27,-43.96469606948229,6.363311480562978,0.03139338143139587,2.2780049513831644,82.98543610741898,0,0
28,-22.28184994331309,11.85263961377037,0.03245939578290816,2.3553583889635434,84.17124951794503,0,0
29,-23.37971556995457,16.793034933657022,0.03057403165417774,2.2185502904223364,82.05817570975856,0,0
30,14.379020089179129,-14.33929747896204,0.029886018938479298,2.1686258700026806,81.26844943516349,0,0
31,-21.223193803337384,13.969951893721793,0.03192670606554476,2.3167047059776404,83.58154244551399,0,0
32,3.0474784427724413,6.676987373889115,0.031436897172117666,2.2811625938003717,83.03429160342715,0,0
33,-3.226039423750292,-10.3399298390538,0.029421398675171073,2.1349115260209075,80.72921026519116,0,0
34,21.985660502337943,46.27856890631387,0.025208945760694802,1.8292423639519677,75.59915355756505,0,0
35,-22.634735323304998,-13.123803392323262,0.02849579470612223,2.067746718396697,79.6401655325452,0,0
36,-12.244221356876722,43.1418099730525,0.02338676799771323,1.6970192717870358,73.2271483871381,0,0
37,-44.16074350281112,-16.574238218910764,0.024950293401285226,1.8104737150025207,75.26860036120853,0,0
38,11.948031915901568,6.245683020565677,0.026538710572391773,1.9257343851074635,77.26853073693658,0,0
39,-45.88596091610488,9.421651440492811,0.01608929314585925,1.1674909735549603,62.46775502957233,0,0
40,44.29585841515941,44.78860841301472,0.01474166013725071,1.069702378434478,60.188579513187236,0,0
41,37.08131286865827,6.167264047234142,0.019723438398888297,1.431196267568511,68.11387003914622,0,0
42,-30.16295676313228,45.21991276633816,0.015194950160838811,1.1025945636997965,60.96809429899761,0,0
43,24.808743542273174,34.12362803992607,0.013420420889214212,0.9738289996598395,57.834499187061496,0,0
44,-48.3561585760482,12.793667293748781,0.022738481543635808,1.649977516965872,72.35769939390333,0,0
45,30.76858551546977,-43.31510812496392,0.015050366552831035,1.0921031110459842,60.72092683144413,0,0
46,-45.023352209458004,-15.358744132271985,0.018476328741009466,1.340701970808093,66.24951918012842,0,0
47,-14.832047476817348,41.14212615309838,0.015568754833137298,1.1297190356591795,61.60091482326414,0,0
48,0.38123334950027987,-26.69028577867867,0.01584306190295112,1.149623640857598,62.05975439206809,0,0
49,33.826925475399605,10.127422200476618,0.013567698487716143,0.9845159369478278,58.10332379633437,0,0
50,36.41475159534023,-11.751471359021414,0.010113078740518706,0.733837592327342,51.283228308592605,0,0
51,-28.869043703161964,-20.259929965492873,0.006787980312429766,0.49255773212573295,43.292109202987994,0,0
52,33.905344448731135,-32.06198545188876,0.011974163032761982,0.8688838676684149,55.09929293286802,0,0
